	CO2_mole_fract	T274K	T276K	T278K	T280K	T282K	T284K	T286K	T288K	T290K	T292K	T294K	T296K	T298K	T300K	T302K	T304K	T306K	T308K	T310K	T312K
0	0.01	0.04002697983838441	0.03889968762518578	0.03780951943032934	0.03675584987846405	0.03573530251907896	0.03474944269374996	0.03379442115571964	0.03286998957665186	0.03197636006104117	0.031108677903642815	0.030270723877422117	0.029457071033044128	0.02866996154296972	0.027906955602767767	0.027168576274457908	0.026451186149484406	0.025758141700674964	0.02508453040835134	0.024432969249082104	0.023801072772453784
1	0.0198989898989899	0.07927035625882792	0.0770420442847359	0.0748872531633184	0.07280468032495852	0.07078759979603208	0.06883908388284773	0.06695152011636789	0.06512437747283482	0.06335804652526685	0.06164297745441305	0.059986551261749975	0.05837811747862368	0.056822025902512924	0.05531350819810702	0.05385357199975386	0.05243505814200776	0.05106454319238699	0.049732383938161005	0.048443722503087566	0.047193845398925134
2	0.029797979797979796	0.11813894818516707	0.11482451196411049	0.11161960593813688	0.10852219903607421	0.10552221511099648	0.10262419503797908	0.09981681358640185	0.09709922378839782	0.09447196728180256	0.09192090903939926	0.089456893747692	0.08706419412175614	0.08474916014578668	0.08250478054009905	0.08033251639748731	0.07822176483607549	0.0761822234087399	0.07419964792502313	0.072281642401237	0.07042119853042585
3	0.039696969696969696	0.15663533190553172	0.15224974448379916	0.14800927360205027	0.14391111469766574	0.1399418470515175	0.13610744552191806	0.13239292597631208	0.12879709556702684	0.12532062337430833	0.12194489893972046	0.11868409902438663	0.11551756506280703	0.11245354356147425	0.10948286526800247	0.10660741547534813	0.10381322514622074	0.10111301647298657	0.09848807221023764	0.09594839676842792	0.09348472029848177
4	0.049595959595959596	0.19476208796374364	0.1893203924153419	0.18405894270255602	0.1789741218997509	0.174049176347408	0.16929148398053526	0.1646824588770622	0.16022053557185786	0.15590649061237113	0.15171734771320175	0.14767048889658144	0.1437404686683368	0.13993733006294198	0.13624983019822987	0.1326802511042964	0.12921133465837914	0.12585873403985431	0.12259938509825448	0.11944563285078612	0.11638597922732774
5	0.059494949494949496	0.23252180102854392	0.2260391030248414	0.21977129050592076	0.21371390122582104	0.20784686602419938	0.20217893855178723	0.19668799131553547	0.19137206257817896	0.18623201989324642	0.18124063053674475	0.17641835964112562	0.17173511793513463	0.16720264855501585	0.162807718689205	0.15855298137800708	0.15441796598066698	0.15042116563587127	0.14653529368441257	0.14277497762966612	0.1391265245333691
6	0.06939393939393938	0.26991705973874297	0.26240852019896704	0.2551489850025662	0.2481331193317844	0.24133756154793934	0.23477241706703808	0.2284120800028346	0.22225417165922284	0.21629963751676284	0.21051709754186634	0.2049299823566102	0.19950370084740104	0.19425160329393662	0.1891585499994733	0.1842275409656877	0.17943496908770096	0.1748020789934288	0.17029748417665166	0.16593803812988528	0.16170788641915346
7	0.07929292929292929	0.3069504565255645	0.29843128435441685	0.29019468490003253	0.2822344290151029	0.2745238909617687	0.2670745072450564	0.2598572595757188	0.2528693344652896	0.24611174549359682	0.2395490741435983	0.23320760330633086	0.22704838072724842	0.22108627424065003	0.21530431963921987	0.20970584145841403	0.2042641716586005	0.19900322037871937	0.1938876222113288	0.18893640172231382	0.18413157636196842
8	0.08919191919191918	0.3436245874134259	0.3341100323317728	0.32491103960423046	0.316020469274661	0.30740846501469715	0.2990877768790224	0.29102604283144584	0.2832199994964267	0.27567072184712255	0.26833886136292795	0.26125344425474667	0.25437129657867963	0.24770871740759073	0.24124699971534258	0.23498977170913168	0.22890737940881245	0.2230263149136789	0.21730735316326616	0.2117716364209453	0.206399087397184
9	0.09909090909090908	0.37994205180039864	0.3694473972746848	0.3593006891896796	0.34949386536190047	0.33999387728298575	0.3308147740168676	0.3219209209562897	0.31330859236889774	0.3049789209090335	0.29688873614296335	0.28906970279760086	0.2814745634252044	0.2741209651991096	0.2669885392702297	0.2600811981664622	0.25336637641589405	0.24687306689206823	0.24055830245015541	0.23444529117456284	0.2285118943964477
10	0.10898989898989898	0.4159054522195545	0.40444600849528023	0.39336626435941124	0.3826572288237275	0.37228270428453086	0.36225802713525607	0.352544363747982	0.3431375160756482	0.33403867360892425	0.32520095165899215	0.31665855268586324	0.3083602726412453	0.30032502674569106	0.29253086461437916	0.2849819652024494	0.27764292543938446	0.2705451600898177	0.2636420758314388	0.2569588961531181	0.25047145434084345
11	0.11888888888888888	0.45151739408239777	0.4391084913266952	0.42711038639519533	0.4155131575376949	0.4042775055866306	0.39342004530751473	0.3828988198323274	0.3727091512409804	0.36285228775802286	0.35327773762260384	0.3440221441436557	0.33503049227748277	0.32632288823210687	0.31787587965300285	0.3096938954343838	0.30173876823489376	0.2940442580697588	0.28656025970178584	0.2793139630289359	0.27227920658912275
12	0.12878787878787878	0.4867804854055575	0.4734374669635873	0.46053566709873606	0.4480642357399422	0.4359808239075072	0.42430331836579777	0.41298671687423133	0.4020258563696431	0.3914220483272431	0.38112130058003874	0.3711626041803078	0.361487267380286	0.3521165132196398	0.3430254662067462	0.3342187900408296	0.32565562586253666	0.31737200448086555	0.3093144213792821	0.3015119852528521	0.2939365731411098
13	0.1386868686868687	0.5216973365218875	0.5074355522914836	0.4936447087244643	0.4803130340463597	0.46739518521193746	0.4549103170577717	0.44281046178336614	0.43108996809052536	0.4197502177197377	0.40873382420491877	0.3980820368966934	0.38773262030536476	0.3777078429625189	0.3679814843266536	0.35855842907198476	0.3493951989898299	0.34053002335211835	0.33190610938843945	0.3235544383253963	0.31544495889638163
14	0.1485858585858586	0.5562705597771092	0.5411053597057859	0.5264401039045308	0.5122621094674348	0.49852309880134554	0.48524349319809296	0.47237244091470415	0.45990380139514714	0.4478390360381158	0.43611746958551545	0.4247825237859917	0.4137685510257855	0.40309879671869336	0.39274577260351545	0.3827145717544971	0.37295916818917574	0.3635199193811128	0.35433685373814006	0.34544278006311785	0.3368057519083261
15	0.15848484848484848	0.5905027692130965	0.5744494969212389	0.5589244355665967	0.5439140054172162	0.5293670573986838	0.5153052798149362	0.5016750202641249	0.4884696498711289	0.47569072134648666	0.463274375506702	0.45126612402900934	0.4395970374344815	0.4282912720550768	0.41732014847170557	0.4066889567908539	0.3963491942300427	0.38634327821751485	0.37660816619462095	0.36717845086016143	0.3580203236336694
16	0.16838383838383839	0.6243965802388846	0.6074705667726514	0.5911002768449898	0.5752712517168254	0.5599295372284327	0.5450980912918345	0.5307205456593086	0.5167897859308153	0.503307469927485	0.4902066587267326	0.477534874784203	0.4652200356413853	0.45328714514738494	0.4417064085076469	0.43048330265346746	0.41956691836596505	0.40900166674148225	0.3987215405496022	0.38876287394519415	0.3790900291775745
17	0.1782828282828283	0.6579546092904587	0.6401711670076227	0.6229701909857851	0.6063363645929226	0.590212998092024	0.5746243235050662	0.5595113429461129	0.5448664610352223	0.5306914565344327	0.5169164142489885	0.5035907914725286	0.4906394802653105	0.47808827107468715	0.46590632872301047	0.4540993078735634	0.44261396261645863	0.4314966333371501	0.42067845288366207	0.4101974556337706	0.4000162075343927
18	0.18818181818181817	0.6911794734803487	0.6725538900720229	0.6545367312463458	0.6371118466715298	0.6202198834389954	0.6038863539568329	0.5880497181706257	0.5727019059134758	0.5578448346387801	0.5434057155888256	0.5294358680572494	0.5158572847207052	0.5026964841087921	0.4899216648527698	0.4775386513249923	0.4654919300439781	0.45382970816128937	0.4424803618249588	0.431483585576246	0.4208001818241696
19	0.19808080808080808	0.724073790238028	0.7046213228889435	0.6858024407898461	0.6676001869675846	0.6499526204341594	0.6328865419044514	0.6163379577570796	0.6002983307778955	0.5847697366729686	0.5696766150356546	0.5550720773188229	0.5408753414993952	0.5271135979985841	0.5137541526382186	0.5008029925030637	0.48820240502600043	0.47600240340723754	0.464128708803392	0.45262263700131644	0.4414432595249842
20	0.207979797979798	0.7566401769420922	0.7363760466318111	0.716769852575279	0.697803860870608	0.679413620021068	0.6616272284857748	0.6443783286818061	0.6276579255348795	0.6114682742688532	0.595731143910378	0.5805013711249873	0.5656955224474318	0.5513414062494151	0.537405508105062	0.5238939717985174	0.5107469535223548	0.49801621356419945	0.48562491830030596	0.47361596695528413	0.46194673270121206
21	0.21787878787878787	0.788881250545164	0.7678206364923452	0.7474414892434302	0.7277253301268298	0.7086052769820457	0.6901107368410604	0.6721730786434033	0.6547828599917389	0.6379425384918166	0.6215713128183092	0.6057256806961671	0.5903196790371584	0.575381682397672	0.5608774278366905	0.5468132107667256	0.5331271233378873	0.519872615672018	0.5069703980938193	0.49446491653713404	0.4823118782277949
22	0.22777777777777777	0.8207996271924377	0.7989576614440006	0.7778198629992946	0.7573670428181203	0.7375299699950371	0.7183393722314794	0.6997244362292792	0.6816752840596205	0.6641946000706995	0.6471991118976927	0.6307469168663052	0.6147496426346024	0.5992361802806153	0.5841715892427307	0.5695623123922373	0.5553444443805642	0.5415730695715043	0.5281665394998772	0.515170811129506	0.5025399580105958
