	CO2_mole_fract	T274K	T276K	T278K	T280K	T282K	T284K	T286K	T288K	T290K	T292K	T294K	T296K	T298K	T300K	T302K	T304K	T306K	T308K	T310K	T312K
0	0.01	0.9416668405918468	0.9289062136984693	0.915986882195996	0.9028507269906865	0.889510370059999	0.8760515215926293	0.8625002959315159	0.848839482452754	0.8351280900132013	0.821392582947907	0.8076509103676012	0.793923843502072	0.7801734297038023	0.76651783634274	0.7528841395467725	0.7393915949790784	0.7259533787076125	0.7126471549991047	0.6994704073209269	0.6864139138395713
1	0.0198989898989899	0.9238830904498605	0.9116886868915168	0.89931583610348	0.8867074034965093	0.8738778920011373	0.860911458650792	0.8478359757289854	0.8346343353958712	0.8213658991471764	0.8080582729317917	0.7947286255880971	0.7813997137401896	0.7680336301178935	0.754748242103163	0.7414720233435448	0.7283239221595399	0.7152178724688824	0.7022322013808185	0.6893642176357277	0.6766056858410401
2	0.029797979797979796	0.9063434159099762	0.8947017202582848	0.8828624996355734	0.8707696013604315	0.8584393546428918	0.8459543814108023	0.8333442469355814	0.8205919507980619	0.8077571824148758	0.794868631374505	0.7819427205014237	0.7690041080169479	0.7560149548187834	0.7430927882702053	0.7301674637576993	0.7173575864762365	0.7045778609679768	0.69190722070834	0.6793428097699615	0.6668773503862618
3	0.039696969696969696	0.889045069756728	0.877942692863984	0.8666243806173743	0.8550349574069852	0.8431925226321124	0.8311781797998007	0.8190231219320798	0.8067104595810605	0.7943001845990945	0.7818220129899274	0.769291654065564	0.7567355852022073	0.7441160570023575	0.7315502175184625	0.7189692878365579	0.7064914948413101	0.6940323257192508	0.6816712649653358	0.6694053016021654	0.6572280870285266
4	0.049595959595959596	0.8719853213888002	0.8614090027966823	0.8505990075101851	0.8395011300676427	0.8281351826933726	0.8165807658884132	0.8048706349887045	0.7929880140571397	0.7809931712026578	0.76891679239197	0.7567739042443652	0.7445927222047173	0.732335606916748	0.7201192885712879	0.7078763376812184	0.6957245682357415	0.683580261360534	0.6715233983388957	0.6595508223372855	0.6476570858143419
5	0.059494949494949496	0.855161456945065	0.8450980671887329	0.8347839293489825	0.8241657992526489	0.8132651434505331	0.8021600736755011	0.7908848420243063	0.7794227876721179	0.7678344281825827	0.7561513638263397	0.7443879677413385	0.7325741137119369	0.7206722916106659	0.7087987759597831	0.6968874702175026	0.6850557414932982	0.6732206754502639	0.6614626970301892	0.6497785123306645	0.6381635471204131
6	0.06939393939393938	0.8385707794343358	0.8290073222412486	0.8191767156828101	0.8090266662259396	0.7985802352517108	0.7879140588766645	0.7770638203696261	0.7660129747526999	0.7548222616887594	0.7435241409069253	0.7321323597381061	0.7206783719344577	0.7091248146862392	0.6975874697861435	0.686001556971078	0.6744839630884407	0.66295258826835	0.6514882490686084	0.6400875229152755	0.6287466814936337
7	0.07929292929292929	0.8222106088681984	0.8131342232511612	0.8037749565177492	0.7940814534828973	0.7840783099974493	0.7738406987163405	0.7634056685344858	0.75275679025803	0.7419549978070394	0.731033556356693	0.7200056136373967	0.7089041263549284	0.6976918960562583	0.6864841754912671	0.6752174838466627	0.6640081949281037	0.6527750326206955	0.641599154129335	0.6304770162321366	0.6194057094940159
8	0.08919191919191918	0.8060782823962975	0.7974762446404239	0.7885762622621489	0.7793279046306996	0.7697572409719085	0.7599379917233287	0.7499085059787841	0.7396524695353267	0.7292309823066131	0.7186780617529849	0.7080062808104717	0.6972500234813789	0.6863722717057306	0.6754877136265326	0.6645341509112263	0.653627412147267	0.6426870536472895	0.6317945233542487	0.6209461650638407	0.6101398615405058
9	0.09909090909090908	0.790171154443486	0.7820308799869303	0.7735782636738046	0.7647637842710271	0.7556149226768797	0.7462039575295993	0.7365704728871556	0.7266982680794869	0.7166485803915639	0.7064561272771043	0.6961329303488918	0.6857147266048437	0.6751646934576478	0.6645969196296558	0.6539504721810969	0.6433406029082347	0.6326877086338004	0.6220734791761087	0.6114941526711255	0.6009483777596143
